FIGHTER,STANCE,EVER_CHAMPION,EVER_INTERIM,EVER_CHALLENGER,KD,TD,SUB.ATT,REV,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,SIG,TOT.SIG,STR,TOTAL.STR,TOTAL.TD,TOTAL.HEAD,TOTAL.BODY,TOTAL.LEG,TOTAL.DISTANCE,TOTAL.CLINCH,TOTAL.GROUND,OPP_KD,OPP_TD,OPP_SUB.ATT,OPP_REV,OPP_CTRL,OPP_HEAD,OPP_BODY,OPP_LEG,OPP_DISTANCE,OPP_CLINCH,OPP_GROUND,OPP_SIG,OPP_TOT.SIG,OPP_STR,OPP_TOTAL.STR,OPP_TOTAL.TD,OPP_TOTAL.HEAD,OPP_TOTAL.BODY,OPP_TOTAL.LEG,OPP_TOTAL.DISTANCE,OPP_TOTAL.CLINCH,OPP_TOTAL.GROUND,TD_DEF,HEAD_DEF,BODY_DEF,LEG_DEF,DISTANCE_DEF,CLINCH_DEF,GROUND_DEF,SIG_DEF,STR_DEF,TD_%,HEAD_%,BODY_%,LEG_%,DISTANCE_%,CLINCH_%,GROUND_%,SIG_%,STR_%,TD_DEF_%,HEAD_DEF_%,BODY_DEF_%,LEG_DEF_%,DISTANCE_DEF_%,CLINCH_DEF_%,GROUND_DEF_%,SIG_DEF_%,STR_DEF_%
Asu Almabayev,,No,No,No,0.0,9.0,0.0,0.0,9.533333333333333,22.0,9.0,13.0,23.0,8.0,13.0,44.0,77.0,85.0,132.0,14.0,53.0,11.0,13.0,51.0,10.0,16.0,0.0,0.0,0.0,0.0,0.2333333333333333,13.0,14.0,2.0,22.0,4.0,3.0,29.0,53.0,66.0,92.0,0.0,32.0,17.0,4.0,46.0,4.0,3.0,0.0,19.0,3.0,2.0,24.0,0.0,0.0,24.0,26.0,0.6428571428571429,0.41509433962264153,0.8181818181818182,0.6923076923076923,0.45098039215686275,0.8,0.8125,0.5714285714285714,0.6439393939393939,,0.59375,0.17647058823529416,1.0,0.5217391304347826,0.0,0.0,0.4528301886792453,0.28260869565217395
CJ Vergara,Orthodox,No,No,No,0.0,0.0,1.0,1.0,10.75,203.0,149.0,52.0,285.0,35.0,84.0,404.0,700.0,579.0,895.0,0.0,448.0,193.0,59.0,531.0,46.0,123.0,2.0,16.0,5.0,2.0,20.2,222.0,91.0,49.0,314.0,24.0,24.0,362.0,762.0,438.0,858.0,40.0,588.0,121.0,53.0,699.0,32.0,31.0,24.0,366.0,30.0,4.0,385.0,8.0,7.0,400.0,420.0,,0.453125,0.772020725388601,0.0,0.536723163841808,0.7608695652173914,0.6829268292682927,0.5771428571428572,0.646927374301676,0.6,0.6224489795918368,0.2479338842975206,0.6981132075471699,0.5507868383404864,0.25,0.22580645161290325,0.5249343832020997,0.4895104895104895
Curtis Blaydes,Orthodox,No,No,No,2.0,62.0,0.0,0.0,80.25,395.0,69.0,110.0,260.0,73.0,241.0,574.0,1144.0,1016.0,1681.0,116.0,941.0,80.0,123.0,754.0,91.0,299.0,4.0,13.0,2.0,0.0,7.65,224.0,47.0,27.0,242.0,41.0,15.0,298.0,739.0,530.0,985.0,19.0,640.0,67.0,32.0,668.0,52.0,19.0,6.0,416.0,20.0,5.0,426.0,11.0,4.0,441.0,455.0,0.5344827586206896,0.4197662061636557,0.8625,0.5040650406504065,0.3448275862068966,0.8021978021978022,0.8060200668896321,0.5017482517482518,0.6044021415823915,0.3157894736842105,0.65,0.29850746268656714,0.59375,0.6377245508982036,0.21153846153846156,0.21052631578947367,0.5967523680649527,0.46192893401015234
Jailton Almeida,Orthodox,No,No,No,0.0,25.0,8.0,1.0,47.95,143.0,8.0,2.0,8.0,3.0,142.0,153.0,232.0,328.0,442.0,42.0,216.0,10.0,6.0,22.0,8.0,202.0,0.0,0.0,0.0,0.0,1.1,34.0,3.0,1.0,4.0,1.0,33.0,38.0,68.0,74.0,115.0,2.0,61.0,6.0,1.0,19.0,1.0,48.0,2.0,27.0,3.0,0.0,15.0,0.0,15.0,30.0,41.0,0.5952380952380952,0.6620370370370371,0.8,4.166666666666667,0.36363636363636365,0.375,0.7029702970297029,0.6594827586206896,0.7420814479638009,1.0,0.4426229508196722,0.5,1.0,0.7894736842105263,0.0,0.3125,0.4411764705882353,0.35652173913043483
Benoit Saint Denis,Southpaw,No,No,No,4.0,16.0,5.0,1.0,24.416666666666668,159.0,85.0,43.0,166.0,50.0,71.0,287.0,525.0,439.0,700.0,43.0,372.0,108.0,45.0,335.0,64.0,126.0,1.0,4.0,6.0,0.0,3.6666666666666665,159.0,67.0,25.0,193.0,50.0,8.0,251.0,439.0,299.0,497.0,13.0,336.0,76.0,27.0,360.0,71.0,8.0,9.0,177.0,9.0,2.0,167.0,21.0,0.0,188.0,198.0,0.37209302325581395,0.4274193548387097,0.7870370370370371,0.35555555555555557,0.4955223880597015,0.78125,0.5634920634920635,0.5466666666666666,0.6271428571428571,0.6923076923076923,0.5267857142857143,0.11842105263157898,0.8518518518518519,0.4638888888888889,0.295774647887324,0.0,0.428246013667426,0.39839034205231383
Dustin Poirier,Southpaw,No,Yes,Yes,14.0,28.0,24.0,4.0,69.4,1343.0,158.0,177.0,1262.0,254.0,162.0,1678.0,3284.0,2010.0,3654.0,77.0,2850.0,219.0,215.0,2644.0,387.0,253.0,3.0,29.0,28.0,3.0,58.8,864.0,293.0,184.0,1032.0,186.0,123.0,1341.0,2881.0,1780.0,3372.0,76.0,2257.0,404.0,220.0,2464.0,262.0,155.0,47.0,1393.0,111.0,36.0,1432.0,76.0,32.0,1540.0,1592.0,0.36363636363636365,0.4712280701754386,0.7214611872146118,0.13023255813953488,0.4773071104387292,0.6563307493540051,0.6403162055335968,0.5109622411693058,0.5500821018062397,0.618421052631579,0.6171909614532565,0.2747524752475248,0.8681818181818182,0.5811688311688312,0.29007633587786263,0.20645161290322578,0.5345366192294343,0.472123368920522
Gilbert Burns,Orthodox,No,No,Yes,4.0,40.0,9.0,0.0,67.06666666666666,526.0,187.0,169.0,661.0,83.0,138.0,882.0,1818.0,1275.0,2265.0,103.0,1361.0,243.0,214.0,1521.0,124.0,173.0,8.0,12.0,1.0,0.0,25.85,587.0,181.0,148.0,770.0,75.0,71.0,916.0,1997.0,1209.0,2324.0,24.0,1553.0,276.0,168.0,1795.0,101.0,101.0,12.0,966.0,95.0,20.0,1025.0,26.0,30.0,1081.0,1115.0,0.3883495145631068,0.38648052902277735,0.7695473251028807,0.18691588785046728,0.4345825115055884,0.6693548387096774,0.7976878612716763,0.48514851485148514,0.5629139072847682,0.5,0.6220218931101095,0.3442028985507246,0.9285714285714286,0.5710306406685237,0.25742574257425743,0.29702970297029707,0.5413119679519278,0.479776247848537
Jack Della Maddalena,Switch,No,No,No,6.0,1.0,1.0,0.0,2.4666666666666663,236.0,94.0,33.0,292.0,36.0,35.0,363.0,658.0,459.0,768.0,3.0,488.0,130.0,40.0,569.0,45.0,44.0,0.0,11.0,1.0,1.0,12.583333333333334,130.0,53.0,51.0,217.0,16.0,1.0,234.0,703.0,254.0,725.0,36.0,549.0,93.0,61.0,680.0,22.0,1.0,25.0,419.0,40.0,10.0,463.0,6.0,0.0,469.0,471.0,0.3333333333333333,0.48360655737704916,0.7230769230769231,0.025,0.5131810193321616,0.8,0.7954545454545454,0.5516717325227963,0.59765625,0.6944444444444444,0.7632058287795993,0.4301075268817204,0.819672131147541,0.6808823529411765,0.2727272727272727,0.0,0.6671408250355619,0.6496551724137931
Ion Cutelaba,Southpaw,No,No,No,2.0,34.0,0.0,0.0,28.066666666666666,414.0,90.0,40.0,297.0,117.0,130.0,544.0,1242.0,729.0,1462.0,59.0,1070.0,129.0,43.0,898.0,171.0,173.0,3.0,9.0,6.0,1.0,21.75,310.0,53.0,57.0,322.0,60.0,38.0,420.0,795.0,564.0,965.0,38.0,664.0,70.0,61.0,655.0,86.0,54.0,29.0,354.0,17.0,4.0,333.0,26.0,16.0,375.0,401.0,0.576271186440678,0.38691588785046727,0.6976744186046512,0.7906976744186046,0.3307349665924276,0.6842105263157895,0.7514450867052023,0.43800322061191627,0.49863201094391246,0.7631578947368421,0.5331325301204819,0.24285714285714288,0.8524590163934427,0.5083969465648854,0.3023255813953488,0.2962962962962963,0.4716981132075472,0.41554404145077717
Philipe Lins,Orthodox,No,No,No,1.0,7.0,0.0,0.0,19.583333333333332,141.0,55.0,45.0,202.0,30.0,9.0,241.0,491.0,284.0,536.0,21.0,358.0,79.0,54.0,438.0,41.0,12.0,1.0,0.0,0.0,0.0,2.766666666666666,94.0,68.0,66.0,179.0,47.0,2.0,228.0,426.0,404.0,607.0,5.0,266.0,83.0,77.0,361.0,63.0,2.0,5.0,172.0,15.0,11.0,182.0,16.0,0.0,198.0,203.0,0.3333333333333333,0.39385474860335196,0.6962025316455697,0.12962962962962962,0.4611872146118721,0.7317073170731707,0.75,0.4908350305498982,0.5298507462686567,1.0,0.6466165413533835,0.1807228915662651,1.0,0.5041551246537397,0.25396825396825395,0.0,0.46478873239436624,0.33443163097199347
Joanne Wood,Orthodox,No,No,No,3.0,19.0,4.0,2.0,35.06666666666666,581.0,323.0,425.0,1046.0,224.0,59.0,1329.0,2582.0,1905.0,3242.0,34.0,1547.0,476.0,559.0,2196.0,292.0,94.0,2.0,14.0,8.0,0.0,38.71666666666667,554.0,255.0,106.0,691.0,152.0,72.0,915.0,1886.0,1311.0,2345.0,34.0,1394.0,334.0,158.0,1596.0,197.0,93.0,20.0,840.0,79.0,52.0,905.0,45.0,21.0,971.0,1034.0,0.5588235294117647,0.3755656108597285,0.6785714285714286,0.03398926654740608,0.4763205828779599,0.7671232876712328,0.6276595744680851,0.5147172734314485,0.5876002467612584,0.5882352941176471,0.6025824964131994,0.23652694610778446,0.9113924050632911,0.5670426065162908,0.2284263959390863,0.22580645161290325,0.5148462354188759,0.44093816631130067
Maryna Moroz,Orthodox,No,No,No,0.0,7.0,6.0,1.0,31.116666666666664,415.0,190.0,57.0,539.0,58.0,65.0,662.0,1970.0,877.0,2232.0,29.0,1600.0,296.0,74.0,1790.0,95.0,85.0,2.0,12.0,3.0,1.0,22.816666666666666,417.0,168.0,148.0,596.0,107.0,30.0,733.0,1523.0,1028.0,1850.0,21.0,1113.0,217.0,193.0,1345.0,133.0,45.0,9.0,696.0,49.0,45.0,749.0,26.0,15.0,790.0,822.0,0.2413793103448276,0.259375,0.6418918918918919,0.0945945945945946,0.3011173184357542,0.6105263157894737,0.7647058823529411,0.33604060913705586,0.392921146953405,0.4285714285714286,0.6253369272237197,0.22580645161290325,0.9378238341968912,0.5568773234200743,0.19548872180451127,0.33333333333333337,0.5187130663164806,0.44432432432432434
Katlyn Cerminara,,No,No,No,0.0,1.0,0.0,0.0,2.8666666666666663,44.0,21.0,1.0,43.0,23.0,0.0,66.0,152.0,99.0,186.0,6.0,122.0,27.0,3.0,124.0,28.0,0.0,0.0,4.0,0.0,0.0,4.75,59.0,18.0,7.0,44.0,36.0,4.0,84.0,150.0,122.0,189.0,4.0,121.0,22.0,7.0,107.0,39.0,4.0,0.0,62.0,4.0,0.0,63.0,3.0,0.0,66.0,67.0,0.16666666666666666,0.36065573770491804,0.7777777777777778,0.3333333333333333,0.3467741935483871,0.8214285714285714,,0.4342105263157895,0.532258064516129,0.0,0.5123966942148761,0.18181818181818177,0.4285714285714286,0.5887850467289719,0.07692307692307687,0.0,0.43999999999999995,0.35449735449735453
Maycee Barber,Switch,No,No,No,0.0,12.0,1.0,5.0,27.616666666666667,415.0,109.0,51.0,268.0,207.0,100.0,575.0,1130.0,734.0,1327.0,27.0,925.0,147.0,58.0,744.0,258.0,128.0,1.0,12.0,1.0,3.0,43.55,208.0,105.0,58.0,253.0,106.0,12.0,371.0,868.0,708.0,1274.0,24.0,638.0,152.0,78.0,715.0,136.0,17.0,12.0,430.0,47.0,20.0,462.0,30.0,5.0,497.0,566.0,0.4444444444444444,0.4486486486486487,0.7414965986394558,0.20689655172413793,0.3602150537634409,0.8023255813953488,0.78125,0.5088495575221239,0.5531273549359458,0.5,0.6739811912225706,0.3092105263157895,0.8461538461538461,0.6461538461538461,0.22058823529411764,0.2941176470588235,0.5725806451612903,0.44427001569858715
Kevin Holland,Orthodox,No,No,No,5.0,14.0,9.0,3.0,32.61666666666667,529.0,183.0,254.0,746.0,105.0,115.0,966.0,1941.0,1716.0,2742.0,33.0,1367.0,279.0,295.0,1653.0,141.0,147.0,0.0,42.0,17.0,5.0,75.51666666666667,409.0,200.0,158.0,575.0,86.0,106.0,767.0,1551.0,1241.0,2166.0,93.0,1082.0,295.0,174.0,1202.0,130.0,219.0,51.0,673.0,95.0,16.0,627.0,44.0,113.0,784.0,925.0,0.42424242424242425,0.38697878566203364,0.6559139784946236,0.04745762711864407,0.4513006654567453,0.7446808510638298,0.782312925170068,0.49768160741885625,0.6258205689277899,0.5483870967741935,0.621996303142329,0.3220338983050848,0.7586206896551724,0.521630615640599,0.3384615384615385,0.5159817351598174,0.5054803352675693,0.4270544783010157
Michael Page,,No,No,No,0.0,0.0,0.0,0.0,1.4333333333333333,28.0,8.0,5.0,38.0,2.0,1.0,41.0,62.0,59.0,81.0,3.0,47.0,10.0,5.0,58.0,3.0,1.0,0.0,2.0,1.0,0.0,4.366666666666666,11.0,4.0,14.0,18.0,4.0,7.0,29.0,61.0,64.0,99.0,5.0,37.0,6.0,18.0,47.0,5.0,9.0,3.0,26.0,2.0,4.0,29.0,1.0,2.0,32.0,35.0,0.0,0.5957446808510638,0.8,0.0,0.6551724137931034,0.6666666666666666,1.0,0.6612903225806451,0.7283950617283951,0.6,0.7027027027027026,0.33333333333333337,0.8888888888888888,0.6170212765957447,0.19999999999999996,0.2222222222222222,0.5245901639344263,0.3535353535353535
Mateusz Gamrot,Southpaw,No,No,No,1.0,38.0,1.0,0.0,28.6,242.0,50.0,41.0,272.0,27.0,34.0,333.0,651.0,505.0,850.0,107.0,536.0,71.0,44.0,570.0,31.0,50.0,5.0,1.0,0.0,0.0,3.0,164.0,111.0,56.0,297.0,17.0,17.0,331.0,819.0,389.0,884.0,11.0,580.0,169.0,70.0,775.0,24.0,20.0,10.0,416.0,58.0,14.0,478.0,7.0,3.0,488.0,495.0,0.35514018691588783,0.45149253731343286,0.704225352112676,0.8636363636363636,0.47719298245614034,0.8709677419354839,0.68,0.511520737327189,0.5941176470588235,0.9090909090909091,0.7172413793103448,0.3431952662721893,0.9857142857142858,0.616774193548387,0.29166666666666663,0.15000000000000002,0.5958485958485958,0.5599547511312217
Rafael Dos Anjos,Southpaw,Yes,No,Yes,7.0,68.0,20.0,3.0,136.75,1061.0,433.0,324.0,1220.0,321.0,277.0,1818.0,3858.0,2587.0,4723.0,191.0,2880.0,588.0,390.0,3046.0,407.0,405.0,2.0,74.0,2.0,2.0,125.06666666666666,1090.0,349.0,235.0,1321.0,235.0,118.0,1674.0,4225.0,2460.0,5110.0,165.0,3438.0,527.0,260.0,3726.0,324.0,175.0,91.0,2348.0,178.0,25.0,2405.0,89.0,57.0,2551.0,2650.0,0.35602094240837695,0.3684027777777778,0.7363945578231292,0.17435897435897435,0.4005252790544977,0.7886977886977887,0.6839506172839506,0.4712286158631415,0.547745077281389,0.5515151515151515,0.6829552065154159,0.3377609108159393,0.7153846153846154,0.6454643048845947,0.27469135802469136,0.32571428571428573,0.6037869822485207,0.5185909980430529
Michal Oleksiejczuk,Southpaw,No,No,No,7.0,3.0,0.0,1.0,5.516666666666666,244.0,111.0,8.0,303.0,16.0,44.0,363.0,731.0,458.0,834.0,8.0,590.0,132.0,9.0,643.0,18.0,70.0,0.0,16.0,5.0,0.0,11.95,214.0,80.0,19.0,261.0,40.0,12.0,313.0,829.0,386.0,919.0,29.0,690.0,116.0,23.0,756.0,61.0,12.0,13.0,476.0,36.0,4.0,495.0,21.0,0.0,516.0,533.0,0.375,0.4135593220338983,0.8409090909090909,0.3333333333333333,0.4712286158631415,0.8888888888888888,0.6285714285714286,0.49658002735978113,0.5491606714628298,0.4482758620689655,0.6898550724637681,0.31034482758620685,0.30434782608695654,0.6547619047619048,0.34426229508196726,0.0,0.6224366706875755,0.5799782372143634
Michel Pereira,Orthodox,No,No,No,3.0,11.0,5.0,0.0,9.333333333333334,263.0,232.0,54.0,461.0,68.0,20.0,549.0,1014.0,616.0,1098.0,20.0,650.0,306.0,58.0,900.0,77.0,37.0,0.0,1.0,2.0,0.0,9.866666666666667,248.0,65.0,83.0,323.0,40.0,33.0,396.0,950.0,543.0,1112.0,18.0,736.0,108.0,106.0,843.0,61.0,46.0,17.0,488.0,43.0,23.0,520.0,21.0,13.0,554.0,569.0,0.55,0.4046153846153846,0.7581699346405228,0.1896551724137931,0.5122222222222222,0.8831168831168831,0.5405405405405406,0.5414201183431953,0.5610200364298725,0.9444444444444444,0.6630434782608696,0.39814814814814814,0.9905660377358491,0.6168446026097272,0.34426229508196726,0.28260869565217395,0.5831578947368421,0.5116906474820144
Kyler Phillips,Orthodox,No,No,No,2.0,15.0,3.0,1.0,16.28333333333333,354.0,90.0,76.0,404.0,37.0,79.0,520.0,1146.0,595.0,1230.0,32.0,934.0,126.0,86.0,986.0,48.0,112.0,0.0,8.0,1.0,1.0,9.766666666666667,177.0,83.0,53.0,285.0,20.0,8.0,313.0,814.0,385.0,910.0,31.0,630.0,121.0,63.0,763.0,35.0,16.0,23.0,453.0,38.0,10.0,478.0,15.0,8.0,501.0,525.0,0.46875,0.37901498929336186,0.7142857142857143,0.1744186046511628,0.40973630831643004,0.7708333333333334,0.7053571428571429,0.4537521815008726,0.483739837398374,0.7419354838709677,0.719047619047619,0.31404958677685946,0.873015873015873,0.6264744429882045,0.4285714285714286,0.5,0.6154791154791155,0.5769230769230769
Pedro Munhoz,Orthodox,No,No,No,7.0,8.0,8.0,1.0,13.316666666666666,641.0,217.0,405.0,1158.0,56.0,49.0,1263.0,2912.0,1357.0,3014.0,44.0,1980.0,405.0,527.0,2741.0,96.0,75.0,0.0,10.0,0.0,0.0,5.249999999999999,1044.0,237.0,197.0,1434.0,27.0,17.0,1478.0,3398.0,1512.0,3438.0,56.0,2736.0,418.0,244.0,3315.0,58.0,25.0,46.0,1692.0,181.0,47.0,1881.0,31.0,8.0,1920.0,1926.0,0.18181818181818182,0.3237373737373737,0.5358024691358024,0.015180265654648957,0.4224735497993433,0.5833333333333334,0.6533333333333333,0.4337225274725275,0.4502322495023225,0.8214285714285714,0.618421052631579,0.43301435406698563,0.9590163934426229,0.567420814479638,0.5344827586206897,0.31999999999999995,0.5650382577987052,0.5602094240837696
Petr Yan,Switch,Yes,Yes,Yes,10.0,25.0,2.0,2.0,32.86666666666667,758.0,231.0,126.0,806.0,122.0,187.0,1115.0,2083.0,1438.0,2437.0,49.0,1665.0,284.0,134.0,1700.0,154.0,229.0,1.0,19.0,0.0,2.0,25.266666666666666,592.0,216.0,138.0,840.0,75.0,31.0,946.0,2291.0,1103.0,2473.0,128.0,1784.0,329.0,178.0,2143.0,106.0,42.0,109.0,1192.0,113.0,40.0,1303.0,31.0,11.0,1345.0,1370.0,0.5102040816326531,0.45525525525525523,0.8133802816901409,0.1865671641791045,0.47411764705882353,0.7922077922077922,0.8165938864628821,0.5352856457033125,0.5900697578990562,0.8515625,0.6681614349775784,0.3434650455927052,0.8932584269662921,0.6080261315912272,0.2924528301886793,0.26190476190476186,0.5870798777826276,0.5539830165790538
Song Yadong,Orthodox,No,No,No,7.0,8.0,2.0,2.0,27.25,520.0,162.0,132.0,683.0,54.0,77.0,814.0,1870.0,1117.0,2234.0,20.0,1464.0,238.0,168.0,1687.0,75.0,108.0,0.0,16.0,0.0,0.0,18.65,420.0,139.0,159.0,639.0,38.0,41.0,718.0,1631.0,932.0,1863.0,58.0,1222.0,210.0,199.0,1530.0,51.0,50.0,42.0,802.0,71.0,40.0,891.0,13.0,9.0,913.0,931.0,0.4,0.3551912568306011,0.680672268907563,0.047619047619047616,0.4048606994665086,0.72,0.7129629629629629,0.43529411764705883,0.5,0.7241379310344828,0.6563011456628478,0.3380952380952381,0.9195979899497487,0.5823529411764705,0.2549019607843137,0.18000000000000005,0.559779276517474,0.49973161567364466
Josh Parisian,Orthodox,No,No,No,0.0,5.0,0.0,0.0,9.766666666666666,183.0,97.0,30.0,223.0,69.0,18.0,310.0,649.0,429.0,817.0,15.0,493.0,123.0,33.0,522.0,102.0,25.0,2.0,14.0,3.0,0.0,29.8,258.0,57.0,31.0,233.0,82.0,31.0,346.0,594.0,700.0,992.0,24.0,503.0,60.0,31.0,457.0,98.0,39.0,10.0,245.0,3.0,0.0,224.0,16.0,8.0,248.0,292.0,0.3333333333333333,0.3711967545638945,0.7886178861788617,0.15151515151515152,0.4272030651340996,0.6764705882352942,0.72,0.4776579352850539,0.5250917992656059,0.41666666666666663,0.4870775347912525,0.050000000000000044,0.5483870967741935,0.4901531728665208,0.16326530612244894,0.20512820512820518,0.4175084175084175,0.2943548387096774
Robelis Despaigne,,No,No,No,1.0,0.0,0.0,0.0,0.0333333333333333,7.0,0.0,0.0,5.0,0.0,2.0,7.0,9.0,7.0,9.0,0.0,9.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,,0.7777777777777778,,,0.7142857142857143,,1.0,0.7777777777777778,0.7777777777777778,,0.75,0.0,,0.6,,,0.6,0.6
Marlon Vera,Switch,No,No,Yes,12.0,11.0,18.0,1.0,30.366666666666664,730.0,279.0,321.0,1041.0,138.0,151.0,1330.0,2696.0,1533.0,2937.0,28.0,1859.0,451.0,386.0,2294.0,175.0,227.0,0.0,22.0,0.0,2.0,61.28333333333333,1050.0,375.0,268.0,1417.0,112.0,164.0,1693.0,3391.0,2098.0,3874.0,74.0,2552.0,518.0,321.0,2998.0,164.0,229.0,52.0,1502.0,143.0,53.0,1581.0,52.0,65.0,1698.0,1776.0,0.39285714285714285,0.392684238838085,0.6186252771618626,0.02849740932642487,0.45379250217959893,0.7885714285714286,0.6651982378854625,0.49332344213649854,0.5219611848825332,0.7027027027027026,0.5885579937304075,0.27606177606177607,0.9314641744548287,0.5273515677118079,0.31707317073170727,0.2838427947598253,0.5007372456502507,0.4584408879710893
Sean O'Malley,Switch,Yes,No,Yes,6.0,3.0,3.0,1.0,1.9666666666666663,668.0,208.0,88.0,910.0,19.0,35.0,964.0,1556.0,991.0,1589.0,7.0,1199.0,265.0,92.0,1491.0,23.0,42.0,0.0,11.0,0.0,0.0,14.166666666666666,192.0,74.0,165.0,391.0,17.0,23.0,431.0,1145.0,502.0,1226.0,28.0,786.0,154.0,205.0,1081.0,33.0,31.0,17.0,594.0,80.0,40.0,690.0,16.0,8.0,714.0,724.0,0.42857142857142855,0.5571309424520434,0.7849056603773585,0.03260869565217391,0.6103286384976526,0.8260869565217391,0.8333333333333334,0.6195372750642674,0.6236626809314034,0.6071428571428572,0.7557251908396947,0.5194805194805194,0.9463414634146341,0.6382978723404256,0.48484848484848486,0.25806451612903225,0.6235807860262008,0.5905383360522023
Abdul-Kareem Al-Selwady,,No,No,No,0.0,3.0,0.0,0.0,2.733333333333333,15.0,8.0,15.0,34.0,4.0,0.0,38.0,68.0,50.0,84.0,7.0,34.0,11.0,23.0,61.0,7.0,0.0,1.0,4.0,0.0,0.0,1.4500000000000002,33.0,6.0,0.0,18.0,2.0,19.0,39.0,90.0,57.0,115.0,5.0,72.0,15.0,3.0,63.0,2.0,25.0,1.0,39.0,9.0,3.0,45.0,0.0,6.0,51.0,58.0,0.42857142857142855,0.4411764705882353,0.7272727272727273,0.13043478260869565,0.5573770491803278,0.5714285714285714,,0.5588235294117647,0.5952380952380952,0.19999999999999996,0.5416666666666667,0.6,-0.33333333333333326,0.7142857142857143,0.0,0.24,0.5666666666666667,0.5043478260869565
Loik Radzhabov,Orthodox,No,No,No,1.0,15.0,0.0,0.0,9.15,82.0,15.0,1.0,74.0,3.0,21.0,98.0,229.0,143.0,286.0,26.0,200.0,25.0,4.0,198.0,4.0,27.0,3.0,4.0,2.0,1.0,5.199999999999999,91.0,31.0,36.0,149.0,5.0,4.0,158.0,292.0,212.0,356.0,9.0,206.0,40.0,46.0,280.0,8.0,4.0,5.0,115.0,9.0,10.0,131.0,3.0,0.0,134.0,144.0,0.5769230769230769,0.41,0.6,3.75,0.37373737373737376,0.75,0.7777777777777778,0.4279475982532751,0.5,0.5555555555555556,0.558252427184466,0.22499999999999998,0.9130434782608696,0.46785714285714286,0.375,0.0,0.45890410958904104,0.4044943820224719
Aiemann Zahabi,Orthodox,No,No,No,3.0,1.0,0.0,1.0,2.9333333333333327,173.0,46.0,42.0,243.0,11.0,7.0,261.0,597.0,266.0,602.0,6.0,467.0,72.0,58.0,571.0,16.0,10.0,1.0,5.0,0.0,0.0,3.0,141.0,69.0,65.0,262.0,7.0,6.0,275.0,956.0,289.0,970.0,24.0,741.0,130.0,85.0,937.0,13.0,6.0,19.0,600.0,61.0,20.0,675.0,6.0,0.0,681.0,681.0,0.16666666666666666,0.37044967880085655,0.6388888888888888,0.017241379310344827,0.425569176882662,0.6875,0.7,0.4371859296482412,0.4418604651162791,0.7916666666666666,0.8097165991902834,0.46923076923076923,0.9411764705882353,0.720384204909285,0.46153846153846156,0.0,0.7123430962343096,0.702061855670103
Javid Basharat,Orthodox,No,No,No,0.0,5.0,0.0,0.0,8.533333333333333,197.0,97.0,37.0,275.0,26.0,30.0,331.0,648.0,387.0,710.0,13.0,472.0,130.0,46.0,581.0,36.0,31.0,0.0,4.0,0.0,0.0,4.3,122.0,37.0,40.0,190.0,7.0,2.0,199.0,553.0,248.0,606.0,27.0,428.0,66.0,59.0,538.0,12.0,3.0,23.0,306.0,29.0,19.0,348.0,5.0,1.0,354.0,358.0,0.38461538461538464,0.4173728813559322,0.7461538461538462,0.10869565217391304,0.47332185886402756,0.7222222222222222,0.967741935483871,0.5108024691358025,0.5450704225352113,0.8518518518518519,0.7149532710280374,0.43939393939393945,0.9322033898305084,0.6468401486988847,0.41666666666666663,0.33333333333333337,0.6401446654611211,0.5907590759075907
Alex Perez,Orthodox,No,No,Yes,3.0,11.0,4.0,0.0,24.9,183.0,35.0,70.0,192.0,41.0,55.0,288.0,611.0,469.0,829.0,25.0,463.0,58.0,90.0,482.0,58.0,71.0,0.0,5.0,2.0,0.0,7.783333333333333,159.0,42.0,18.0,159.0,14.0,46.0,219.0,547.0,316.0,658.0,27.0,460.0,56.0,31.0,469.0,17.0,61.0,22.0,301.0,14.0,13.0,310.0,3.0,15.0,328.0,342.0,0.44,0.3952483801295896,0.603448275862069,0.12222222222222222,0.3983402489626556,0.7068965517241379,0.7746478873239436,0.4713584288052373,0.5657418576598311,0.8148148148148149,0.6543478260869565,0.25,0.8387096774193549,0.6609808102345416,0.17647058823529416,0.24590163934426235,0.5996343692870201,0.5197568389057751
Muhammad Mokaev,,No,No,No,1.0,25.0,4.0,0.0,34.949999999999996,57.0,29.0,12.0,64.0,4.0,30.0,98.0,198.0,288.0,412.0,61.0,142.0,39.0,17.0,154.0,5.0,39.0,0.0,2.0,3.0,2.0,7.833333333333334,41.0,14.0,14.0,41.0,10.0,18.0,69.0,189.0,211.0,352.0,2.0,138.0,19.0,32.0,158.0,11.0,20.0,0.0,97.0,5.0,18.0,117.0,1.0,2.0,120.0,141.0,0.4098360655737705,0.4014084507042254,0.7435897435897436,1.4705882352941178,0.4155844155844156,0.8,0.7692307692307693,0.494949494949495,0.6990291262135923,0.0,0.7028985507246377,0.26315789473684215,0.9375,0.740506329113924,0.09090909090909094,0.09999999999999998,0.6349206349206349,0.40056818181818177
