FIGHTER,STANCE,EVER_CHAMPION,EVER_INTERIM,EVER_CHALLENGER,KD,TD,SUB.ATT,REV,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,SIG,TOT.SIG,STR,TOTAL.STR,TOTAL.TD,TOTAL.HEAD,TOTAL.BODY,TOTAL.LEG,TOTAL.DISTANCE,TOTAL.CLINCH,TOTAL.GROUND,OPP_KD,OPP_TD,OPP_SUB.ATT,OPP_REV,OPP_CTRL,OPP_HEAD,OPP_BODY,OPP_LEG,OPP_DISTANCE,OPP_CLINCH,OPP_GROUND,OPP_SIG,OPP_TOT.SIG,OPP_STR,OPP_TOTAL.STR,OPP_TOTAL.TD,OPP_TOTAL.HEAD,OPP_TOTAL.BODY,OPP_TOTAL.LEG,OPP_TOTAL.DISTANCE,OPP_TOTAL.CLINCH,OPP_TOTAL.GROUND,TD_DEF,HEAD_DEF,BODY_DEF,LEG_DEF,DISTANCE_DEF,CLINCH_DEF,GROUND_DEF,SIG_DEF,STR_DEF,TD_%,HEAD_%,BODY_%,LEG_%,DISTANCE_%,CLINCH_%,GROUND_%,SIG_%,STR_%,TD_DEF_%,HEAD_DEF_%,BODY_DEF_%,LEG_DEF_%,DISTANCE_DEF_%,CLINCH_DEF_%,GROUND_DEF_%,SIG_DEF_%,STR_DEF_%
Anying Wang,Orthodox,No,No,No,0.0,0.0,0.0,0.0,0.5333333333333333,10.0,0.0,3.0,13.0,0.0,0.0,13.0,50.0,17.0,54.0,0.0,42.0,1.0,7.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,3.95,13.0,3.0,0.0,7.0,0.0,9.0,16.0,29.0,71.0,100.0,3.0,25.0,4.0,0.0,14.0,0.0,15.0,1.0,12.0,1.0,0.0,7.0,0.0,6.0,13.0,29.0,,0.23809523809523808,0.0,0.0,0.26,,,0.26,0.3148148148148148,0.33333333333333337,0.48,0.25,-inf,0.5,,0.4,0.4482758620689655,0.29000000000000004
Jianping Yang,Orthodox,No,No,No,0.0,1.0,0.0,0.0,0.5166666666666666,4.0,0.0,17.0,21.0,0.0,0.0,21.0,78.0,24.0,82.0,4.0,47.0,4.0,27.0,77.0,1.0,0.0,0.0,2.0,1.0,0.0,2.05,13.0,8.0,10.0,28.0,3.0,0.0,31.0,91.0,41.0,103.0,3.0,64.0,14.0,13.0,86.0,4.0,1.0,1.0,51.0,6.0,3.0,58.0,1.0,1.0,60.0,62.0,0.25,0.0851063829787234,0.0,0.037037037037037035,0.2727272727272727,0.0,,0.2692307692307692,0.2926829268292683,0.33333333333333337,0.796875,0.4285714285714286,0.8461538461538461,0.6744186046511628,0.25,1.0,0.6593406593406593,0.6019417475728155
Cung Le,Southpaw,No,No,No,1.0,2.0,0.0,0.0,1.25,53.0,55.0,25.0,124.0,9.0,0.0,133.0,320.0,136.0,323.0,3.0,209.0,82.0,29.0,307.0,12.0,1.0,2.0,0.0,0.0,0.0,1.4333333333333331,124.0,41.0,33.0,173.0,23.0,2.0,198.0,528.0,234.0,565.0,2.0,423.0,58.0,47.0,488.0,36.0,4.0,2.0,299.0,17.0,14.0,315.0,13.0,2.0,330.0,331.0,0.6666666666666666,0.2535885167464115,0.6707317073170732,0.06896551724137931,0.40390879478827363,0.75,0.0,0.415625,0.42105263157894735,1.0,0.706855791962175,0.2931034482758621,1.0,0.6454918032786885,0.36111111111111116,0.5,0.625,0.5858407079646017
Roland Delorme,Orthodox,No,No,No,2.0,11.0,7.0,3.0,13.5,87.0,44.0,19.0,98.0,20.0,32.0,150.0,339.0,303.0,508.0,32.0,254.0,59.0,26.0,276.0,21.0,42.0,1.0,4.0,4.0,6.0,25.833333333333332,227.0,24.0,33.0,198.0,27.0,59.0,284.0,476.0,400.0,616.0,7.0,415.0,26.0,35.0,346.0,35.0,95.0,3.0,188.0,2.0,2.0,148.0,8.0,36.0,192.0,216.0,0.34375,0.3425196850393701,0.7457627118644068,0.4230769230769231,0.35507246376811596,0.9523809523809523,0.7619047619047619,0.4424778761061947,0.5964566929133859,0.4285714285714286,0.4530120481927711,0.07692307692307687,0.8857142857142857,0.4277456647398844,0.22857142857142854,0.3789473684210526,0.40336134453781514,0.35064935064935066
Danny Mitchell,Orthodox,No,No,No,0.0,0.0,6.0,0.0,6.633333333333333,36.0,18.0,22.0,54.0,15.0,7.0,76.0,154.0,153.0,249.0,9.0,102.0,21.0,31.0,123.0,17.0,14.0,0.0,0.0,1.0,1.0,12.65,45.0,22.0,9.0,37.0,19.0,20.0,76.0,161.0,249.0,382.0,5.0,122.0,27.0,12.0,99.0,23.0,39.0,5.0,77.0,5.0,3.0,62.0,4.0,19.0,85.0,133.0,0.0,0.35294117647058826,0.8571428571428571,0.0,0.43902439024390244,0.8823529411764706,0.5,0.4935064935064935,0.6144578313253012,1.0,0.6311475409836065,0.18518518518518523,1.0,0.6262626262626263,0.17391304347826086,0.4871794871794872,0.5279503105590062,0.3481675392670157
Sai Wang,Southpaw,No,No,No,0.0,0.0,0.0,2.0,10.983333333333334,52.0,20.0,23.0,50.0,24.0,21.0,95.0,203.0,211.0,350.0,2.0,140.0,29.0,34.0,135.0,34.0,34.0,0.0,4.0,3.0,0.0,6.633333333333334,31.0,14.0,23.0,56.0,11.0,1.0,68.0,145.0,120.0,207.0,18.0,94.0,19.0,32.0,130.0,13.0,2.0,14.0,63.0,5.0,9.0,74.0,2.0,1.0,77.0,87.0,0.0,0.37142857142857144,0.6896551724137931,0.0,0.37037037037037035,0.7058823529411765,0.6176470588235294,0.46798029556650245,0.6028571428571429,0.7777777777777778,0.6702127659574468,0.26315789473684215,0.875,0.5692307692307692,0.15384615384615385,0.5,0.5310344827586206,0.42028985507246375
Francis Carmont,Orthodox,No,No,No,1.0,13.0,5.0,2.0,33.43333333333333,135.0,57.0,32.0,117.0,45.0,62.0,224.0,543.0,394.0,744.0,33.0,411.0,94.0,38.0,398.0,59.0,86.0,2.0,8.0,9.0,4.0,32.983333333333334,89.0,22.0,62.0,115.0,38.0,20.0,173.0,419.0,320.0,595.0,30.0,295.0,45.0,79.0,331.0,57.0,31.0,22.0,206.0,23.0,17.0,216.0,19.0,11.0,246.0,275.0,0.3939393939393939,0.3284671532846715,0.6063829787234043,0.34210526315789475,0.29396984924623115,0.7627118644067796,0.7209302325581395,0.4125230202578269,0.5295698924731183,0.7333333333333334,0.6983050847457627,0.5111111111111111,0.8987341772151899,0.6525679758308157,0.33333333333333337,0.3548387096774194,0.5871121718377088,0.46218487394957986
Jack May,Switch,No,No,No,0.0,1.0,0.0,1.0,1.85,14.0,7.0,4.0,13.0,9.0,3.0,25.0,65.0,45.0,85.0,3.0,49.0,10.0,6.0,48.0,14.0,3.0,0.0,4.0,0.0,0.0,7.066666666666666,50.0,4.0,0.0,10.0,2.0,42.0,54.0,81.0,103.0,143.0,5.0,75.0,6.0,0.0,22.0,4.0,55.0,1.0,25.0,2.0,0.0,12.0,2.0,13.0,27.0,40.0,0.3333333333333333,0.2857142857142857,0.7,0.16666666666666666,0.2708333333333333,0.6428571428571429,1.0,0.38461538461538464,0.5294117647058824,0.19999999999999996,0.33333333333333337,0.33333333333333337,-inf,0.5454545454545454,0.5,0.23636363636363633,0.33333333333333337,0.2797202797202797
Hernani Perpetuo,Orthodox,No,No,No,0.0,0.0,1.0,0.0,0.7666666666666665,45.0,14.0,23.0,76.0,5.0,1.0,82.0,282.0,89.0,290.0,4.0,215.0,36.0,31.0,269.0,11.0,2.0,0.0,5.0,0.0,0.0,3.7499999999999996,69.0,35.0,27.0,117.0,6.0,8.0,131.0,294.0,147.0,313.0,8.0,205.0,60.0,29.0,271.0,12.0,11.0,3.0,136.0,25.0,2.0,154.0,6.0,3.0,163.0,166.0,0.0,0.20930232558139536,0.3888888888888889,0.0,0.2825278810408922,0.45454545454545453,0.5,0.2907801418439716,0.30689655172413793,0.375,0.6634146341463414,0.41666666666666663,0.8275862068965517,0.5682656826568266,0.5,0.2727272727272727,0.554421768707483,0.5303514376996805
Kyle Kingsbury,Orthodox,No,No,No,1.0,18.0,0.0,0.0,21.666666666666668,137.0,68.0,99.0,208.0,82.0,14.0,304.0,744.0,510.0,957.0,43.0,522.0,89.0,133.0,609.0,113.0,22.0,1.0,24.0,5.0,2.0,39.1,268.0,84.0,37.0,244.0,70.0,75.0,389.0,797.0,714.0,1152.0,50.0,626.0,122.0,49.0,562.0,113.0,122.0,26.0,358.0,38.0,12.0,318.0,43.0,47.0,408.0,438.0,0.4186046511627907,0.2624521072796935,0.7640449438202247,0.13533834586466165,0.3415435139573071,0.7256637168141593,0.6363636363636364,0.40860215053763443,0.5329153605015674,0.52,0.5718849840255591,0.3114754098360656,0.5102040816326531,0.5658362989323844,0.38053097345132747,0.38524590163934425,0.5119196988707654,0.38020833333333337
Steven Siler,Orthodox,No,No,No,1.0,3.0,10.0,1.0,14.366666666666667,194.0,78.0,33.0,179.0,99.0,27.0,305.0,734.0,561.0,1016.0,14.0,606.0,88.0,40.0,536.0,150.0,48.0,1.0,22.0,14.0,1.0,38.61666666666667,168.0,52.0,61.0,149.0,69.0,63.0,281.0,618.0,558.0,923.0,49.0,470.0,76.0,72.0,435.0,89.0,94.0,27.0,302.0,24.0,11.0,286.0,20.0,31.0,337.0,365.0,0.21428571428571427,0.3201320132013201,0.8863636363636364,0.075,0.333955223880597,0.66,0.5625,0.41553133514986373,0.5521653543307087,0.5510204081632653,0.6425531914893616,0.3157894736842105,0.6944444444444444,0.6574712643678161,0.2247191011235955,0.32978723404255317,0.5453074433656958,0.3954496208017335
Mike King,,No,No,No,1.0,1.0,2.0,0.0,2.3499999999999996,33.0,3.0,2.0,17.0,5.0,16.0,38.0,65.0,60.0,103.0,4.0,59.0,4.0,2.0,36.0,5.0,24.0,0.0,3.0,1.0,0.0,2.033333333333333,7.0,3.0,1.0,9.0,1.0,1.0,11.0,40.0,16.0,46.0,5.0,33.0,5.0,2.0,37.0,2.0,1.0,2.0,26.0,2.0,1.0,28.0,1.0,0.0,29.0,30.0,0.25,0.559322033898305,0.75,0.5,0.4722222222222222,1.0,0.6666666666666666,0.5846153846153846,0.5825242718446602,0.4,0.7878787878787878,0.4,-0.5,0.7567567567567568,0.5,0.0,0.725,0.6521739130434783
Cody Donovan,Orthodox,No,No,No,2.0,2.0,2.0,0.0,4.033333333333333,64.0,34.0,3.0,59.0,36.0,6.0,101.0,171.0,135.0,211.0,7.0,130.0,38.0,3.0,111.0,50.0,10.0,2.0,1.0,0.0,2.0,4.716666666666667,74.0,15.0,9.0,54.0,23.0,21.0,98.0,181.0,168.0,261.0,1.0,149.0,22.0,10.0,116.0,36.0,29.0,0.0,75.0,7.0,1.0,62.0,13.0,8.0,83.0,93.0,0.2857142857142857,0.49230769230769234,0.8947368421052632,0.6666666666666666,0.5315315315315315,0.72,0.6,0.5906432748538012,0.6398104265402843,0.0,0.5033557046979866,0.31818181818181823,0.9,0.5344827586206897,0.36111111111111116,0.27586206896551724,0.45856353591160226,0.3563218390804598
Phil Harris,Orthodox,No,No,No,0.0,5.0,0.0,0.0,4.75,65.0,8.0,27.0,85.0,13.0,2.0,100.0,375.0,116.0,394.0,23.0,323.0,18.0,34.0,347.0,22.0,6.0,4.0,2.0,3.0,1.0,4.683333333333334,73.0,16.0,46.0,112.0,5.0,18.0,135.0,422.0,155.0,445.0,5.0,311.0,39.0,72.0,373.0,15.0,34.0,3.0,238.0,23.0,26.0,261.0,10.0,16.0,287.0,290.0,0.21739130434782608,0.20123839009287925,0.4444444444444444,0.14705882352941177,0.24495677233429394,0.5909090909090909,0.3333333333333333,0.26666666666666666,0.29441624365482233,0.6,0.7652733118971061,0.5897435897435898,0.9722222222222222,0.6997319034852547,0.6666666666666667,0.47058823529411764,0.6800947867298579,0.651685393258427
Tina Lahdemaki,Orthodox,No,No,No,0.0,0.0,0.0,0.0,0.0,21.0,5.0,3.0,26.0,3.0,0.0,29.0,141.0,49.0,170.0,0.0,123.0,12.0,6.0,134.0,7.0,0.0,0.0,5.0,2.0,0.0,7.25,49.0,13.0,8.0,41.0,4.0,25.0,70.0,164.0,132.0,228.0,6.0,132.0,24.0,8.0,120.0,8.0,36.0,1.0,83.0,11.0,0.0,79.0,4.0,11.0,94.0,96.0,,0.17073170731707318,0.4166666666666667,0.0,0.19402985074626866,0.42857142857142855,,0.20567375886524822,0.28823529411764703,0.16666666666666663,0.6287878787878788,0.45833333333333337,0.375,0.6583333333333333,0.5,0.3055555555555556,0.5731707317073171,0.42105263157894735
Pat Healy,Orthodox,No,No,No,0.0,9.0,2.0,0.0,18.333333333333332,154.0,76.0,25.0,171.0,58.0,26.0,255.0,737.0,498.0,1014.0,36.0,578.0,132.0,27.0,603.0,89.0,45.0,0.0,14.0,1.0,1.0,21.0,218.0,37.0,30.0,208.0,43.0,34.0,285.0,536.0,451.0,715.0,25.0,451.0,51.0,34.0,428.0,67.0,41.0,11.0,233.0,14.0,4.0,220.0,24.0,7.0,251.0,264.0,0.25,0.2664359861591695,0.5757575757575758,0.3333333333333333,0.2835820895522388,0.651685393258427,0.5777777777777777,0.34599728629579374,0.4911242603550296,0.43999999999999995,0.516629711751663,0.27450980392156865,0.5882352941176471,0.514018691588785,0.35820895522388063,0.1707317073170732,0.46828358208955223,0.36923076923076925
Daniel Spohn,Southpaw,No,No,No,0.0,0.0,2.0,0.0,1.0666666666666667,20.0,1.0,3.0,17.0,6.0,1.0,24.0,51.0,52.0,80.0,1.0,46.0,1.0,4.0,40.0,10.0,1.0,0.0,5.0,3.0,0.0,11.066666666666666,11.0,0.0,0.0,4.0,1.0,6.0,11.0,24.0,110.0,127.0,7.0,24.0,0.0,0.0,12.0,1.0,11.0,2.0,13.0,0.0,0.0,8.0,0.0,5.0,13.0,17.0,0.0,0.43478260869565216,1.0,0.0,0.425,0.6,1.0,0.47058823529411764,0.65,0.2857142857142857,0.5416666666666667,,-inf,0.6666666666666667,0.0,0.4545454545454546,0.5416666666666667,0.13385826771653542
Robert Drysdale,Orthodox,No,No,No,0.0,1.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,inf,0.0,,,0.0,0.2857142857142857,,,,,,,,,0.0
Guilherme Vasconcelos,Orthodox,No,No,No,0.0,0.0,0.0,0.0,0.0,29.0,9.0,11.0,48.0,1.0,0.0,49.0,166.0,49.0,166.0,3.0,135.0,19.0,12.0,164.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0166666666666666,49.0,8.0,9.0,66.0,0.0,0.0,66.0,226.0,66.0,226.0,1.0,205.0,11.0,10.0,223.0,3.0,0.0,0.0,156.0,3.0,1.0,157.0,3.0,0.0,160.0,160.0,0.0,0.21481481481481482,0.47368421052631576,0.0,0.2926829268292683,0.5,,0.29518072289156627,0.29518072289156627,0.0,0.7609756097560976,0.2727272727272727,0.9,0.7040358744394619,1.0,,0.7079646017699115,0.7079646017699115
Colton Smith,Orthodox,No,No,No,1.0,9.0,3.0,0.0,15.833333333333332,21.0,11.0,22.0,30.0,17.0,7.0,54.0,130.0,136.0,234.0,25.0,84.0,18.0,28.0,100.0,22.0,8.0,2.0,3.0,3.0,2.0,2.3166666666666664,68.0,6.0,2.0,54.0,14.0,8.0,76.0,157.0,80.0,162.0,4.0,146.0,8.0,3.0,120.0,26.0,11.0,1.0,78.0,2.0,1.0,66.0,12.0,3.0,81.0,82.0,0.36,0.25,0.6111111111111112,0.32142857142857145,0.3,0.7727272727272727,0.875,0.4153846153846154,0.5811965811965812,0.25,0.5342465753424658,0.25,0.0,0.55,0.46153846153846156,0.2727272727272727,0.5159235668789809,0.5061728395061729
Chris Indich,,No,No,No,0.0,1.0,2.0,0.0,2.25,6.0,7.0,13.0,15.0,11.0,0.0,26.0,84.0,47.0,107.0,2.0,53.0,12.0,19.0,64.0,20.0,0.0,0.0,6.0,0.0,0.0,12.083333333333334,62.0,16.0,8.0,26.0,44.0,16.0,86.0,152.0,177.0,251.0,12.0,120.0,21.0,11.0,73.0,61.0,18.0,6.0,58.0,5.0,3.0,47.0,17.0,2.0,66.0,74.0,0.5,0.11320754716981132,0.5833333333333334,0.05263157894736842,0.234375,0.55,,0.30952380952380953,0.4392523364485981,0.5,0.4833333333333333,0.23809523809523814,0.4545454545454546,0.6438356164383562,0.2786885245901639,0.11111111111111116,0.4342105263157895,0.29482071713147406
Mike Easton,Southpaw,No,No,No,1.0,5.0,0.0,1.0,9.433333333333334,144.0,97.0,110.0,259.0,79.0,13.0,351.0,947.0,499.0,1111.0,22.0,663.0,152.0,132.0,828.0,101.0,18.0,0.0,11.0,0.0,1.0,22.55,248.0,88.0,91.0,319.0,95.0,13.0,427.0,1117.0,541.0,1257.0,33.0,872.0,136.0,109.0,948.0,145.0,24.0,22.0,624.0,48.0,18.0,629.0,50.0,11.0,690.0,716.0,0.22727272727272727,0.2171945701357466,0.6381578947368421,0.03787878787878788,0.31280193236714976,0.7821782178217822,0.7222222222222222,0.3706441393875396,0.44914491449144917,0.6666666666666667,0.7155963302752293,0.3529411764705882,0.8990825688073394,0.6635021097046414,0.3448275862068966,0.45833333333333337,0.6177260519247986,0.5696101829753382
Bobby Voelker,Orthodox,No,No,No,0.0,4.0,0.0,2.0,8.0,123.0,36.0,32.0,120.0,55.0,16.0,191.0,551.0,310.0,698.0,8.0,458.0,51.0,42.0,437.0,85.0,29.0,1.0,6.0,0.0,0.0,13.1,207.0,48.0,34.0,203.0,65.0,21.0,289.0,493.0,343.0,557.0,20.0,396.0,62.0,35.0,383.0,84.0,26.0,14.0,189.0,14.0,1.0,180.0,19.0,5.0,204.0,214.0,0.5,0.2685589519650655,0.7058823529411765,0.09523809523809523,0.2745995423340961,0.6470588235294118,0.5517241379310345,0.3466424682395644,0.44412607449856734,0.7,0.4772727272727273,0.22580645161290325,0.8285714285714285,0.4699738903394256,0.22619047619047616,0.1923076923076923,0.4137931034482759,0.38420107719928187
Lance Benoist,Southpaw,No,No,No,1.0,6.0,0.0,1.0,19.183333333333334,132.0,63.0,26.0,136.0,30.0,55.0,221.0,432.0,420.0,655.0,18.0,321.0,76.0,35.0,325.0,39.0,68.0,0.0,5.0,0.0,2.0,15.883333333333333,99.0,50.0,13.0,103.0,32.0,27.0,162.0,374.0,332.0,582.0,13.0,297.0,60.0,17.0,287.0,41.0,46.0,8.0,198.0,10.0,4.0,184.0,9.0,19.0,212.0,250.0,0.3333333333333333,0.411214953271028,0.8289473684210527,0.17142857142857143,0.41846153846153844,0.7692307692307693,0.8088235294117647,0.5115740740740741,0.6412213740458015,0.6153846153846154,0.6666666666666667,0.16666666666666663,0.7058823529411764,0.6411149825783973,0.2195121951219512,0.4130434782608695,0.5668449197860963,0.429553264604811
Jason High,Southpaw,No,No,No,0.0,8.0,9.0,2.0,15.383333333333335,34.0,7.0,1.0,29.0,8.0,5.0,42.0,119.0,100.0,185.0,10.0,100.0,15.0,4.0,95.0,13.0,11.0,1.0,8.0,4.0,1.0,16.3,43.0,30.0,4.0,34.0,4.0,39.0,77.0,142.0,220.0,288.0,12.0,101.0,35.0,6.0,91.0,6.0,45.0,4.0,58.0,5.0,2.0,57.0,2.0,6.0,65.0,68.0,0.8,0.34,0.4666666666666667,2.0,0.30526315789473685,0.6153846153846154,0.45454545454545453,0.35294117647058826,0.5405405405405406,0.33333333333333337,0.5742574257425743,0.1428571428571429,-0.33333333333333326,0.6263736263736264,0.33333333333333337,0.1333333333333333,0.4577464788732394,0.23611111111111116
Chris Holdsworth,,No,No,No,0.0,5.0,3.0,0.0,14.116666666666667,27.0,9.0,5.0,31.0,9.0,1.0,41.0,138.0,181.0,303.0,8.0,113.0,19.0,6.0,119.0,15.0,4.0,0.0,0.0,0.0,0.0,0.4333333333333332,25.0,12.0,6.0,38.0,5.0,0.0,43.0,103.0,52.0,112.0,3.0,72.0,22.0,9.0,92.0,10.0,1.0,3.0,47.0,10.0,3.0,54.0,5.0,1.0,60.0,60.0,0.625,0.23893805309734514,0.47368421052631576,0.8333333333333334,0.2605042016806723,0.6,0.25,0.2971014492753623,0.5973597359735974,1.0,0.6527777777777778,0.4545454545454546,1.0,0.5869565217391304,0.5,1.0,0.5825242718446602,0.5357142857142857
Anthony Lapsley,Southpaw,No,No,No,0.0,0.0,0.0,1.0,5.316666666666666,7.0,2.0,1.0,5.0,0.0,5.0,10.0,29.0,74.0,95.0,5.0,24.0,4.0,1.0,24.0,0.0,5.0,2.0,4.0,4.0,0.0,8.55,9.0,2.0,0.0,8.0,2.0,1.0,11.0,33.0,47.0,75.0,5.0,31.0,2.0,0.0,24.0,5.0,4.0,1.0,22.0,0.0,0.0,16.0,3.0,3.0,22.0,28.0,0.0,0.2916666666666667,0.5,0.0,0.20833333333333334,,1.0,0.3448275862068966,0.7789473684210526,0.19999999999999996,0.7096774193548387,0.0,-inf,0.6666666666666667,0.6,0.75,0.6666666666666667,0.3733333333333333
Ben Wall,Orthodox,No,No,No,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,5.0,17.0,6.0,18.0,1.0,13.0,3.0,1.0,14.0,3.0,0.0,2.0,0.0,0.0,0.0,0.7333333333333333,19.0,6.0,4.0,15.0,7.0,7.0,29.0,41.0,31.0,43.0,6.0,31.0,6.0,4.0,26.0,8.0,7.0,6.0,12.0,0.0,0.0,11.0,1.0,0.0,12.0,12.0,0.0,0.23076923076923078,0.6666666666666666,0.0,0.14285714285714285,1.0,,0.29411764705882354,0.3333333333333333,1.0,0.3870967741935484,0.0,1.0,0.42307692307692313,0.125,0.0,0.29268292682926833,0.2790697674418605
Estevan Payan,Orthodox,No,No,No,0.0,1.0,1.0,1.0,4.033333333333333,32.0,24.0,11.0,33.0,25.0,9.0,67.0,182.0,118.0,236.0,1.0,128.0,34.0,20.0,135.0,30.0,17.0,2.0,8.0,1.0,0.0,12.233333333333334,46.0,24.0,33.0,59.0,12.0,32.0,103.0,186.0,155.0,243.0,12.0,116.0,28.0,42.0,128.0,19.0,39.0,4.0,70.0,4.0,9.0,69.0,7.0,7.0,83.0,88.0,1.0,0.25,0.7058823529411765,0.05,0.24444444444444444,0.8333333333333334,0.5294117647058824,0.36813186813186816,0.5,0.33333333333333337,0.603448275862069,0.1428571428571429,0.8095238095238095,0.5390625,0.368421052631579,0.17948717948717952,0.446236559139785,0.36213991769547327
Mark Bocek,Orthodox,No,No,No,0.0,36.0,13.0,3.0,80.83333333333333,212.0,74.0,61.0,105.0,107.0,135.0,347.0,795.0,775.0,1254.0,98.0,630.0,96.0,69.0,417.0,136.0,242.0,1.0,11.0,9.0,4.0,23.23333333333333,237.0,66.0,41.0,181.0,103.0,60.0,344.0,871.0,899.0,1452.0,16.0,728.0,96.0,47.0,630.0,143.0,98.0,5.0,491.0,30.0,6.0,449.0,40.0,38.0,527.0,553.0,0.3673469387755102,0.33650793650793653,0.7708333333333334,0.5217391304347826,0.2517985611510791,0.7867647058823529,0.5578512396694215,0.43647798742138366,0.6180223285486444,0.3125,0.6744505494505495,0.3125,0.7659574468085106,0.7126984126984127,0.2797202797202797,0.3877551020408163,0.6050516647531573,0.38085399449035817
Ronny Markes,Orthodox,No,No,No,0.0,12.0,2.0,0.0,27.9,50.0,27.0,48.0,65.0,38.0,22.0,125.0,234.0,270.0,410.0,30.0,148.0,32.0,54.0,166.0,42.0,26.0,3.0,0.0,1.0,1.0,7.1,85.0,30.0,25.0,82.0,23.0,35.0,140.0,257.0,269.0,401.0,11.0,186.0,35.0,36.0,180.0,28.0,49.0,11.0,101.0,5.0,11.0,98.0,5.0,14.0,117.0,132.0,0.4,0.33783783783783783,0.84375,0.2222222222222222,0.39156626506024095,0.9047619047619048,0.8461538461538461,0.5341880341880342,0.6585365853658537,1.0,0.543010752688172,0.1428571428571429,1.0,0.5444444444444445,0.1785714285714286,0.2857142857142857,0.4552529182879378,0.3291770573566085
Thiago Perpetuo,Orthodox,No,No,No,2.0,3.0,0.0,0.0,6.166666666666666,58.0,23.0,5.0,41.0,11.0,34.0,86.0,123.0,114.0,159.0,6.0,85.0,31.0,7.0,67.0,14.0,42.0,1.0,2.0,3.0,0.0,3.1666666666666665,35.0,7.0,14.0,39.0,9.0,8.0,56.0,115.0,85.0,152.0,6.0,88.0,10.0,17.0,89.0,12.0,14.0,4.0,53.0,3.0,3.0,50.0,3.0,6.0,59.0,67.0,0.5,0.6823529411764706,0.7419354838709677,0.42857142857142855,0.6119402985074627,0.7857142857142857,0.8095238095238095,0.6991869918699187,0.7169811320754716,0.6666666666666667,0.6022727272727273,0.30000000000000004,0.8823529411764706,0.5617977528089888,0.25,0.4285714285714286,0.5130434782608695,0.4407894736842105
Jake Shields,Orthodox,No,No,Yes,0.0,10.0,1.0,1.0,36.5,134.0,130.0,85.0,248.0,73.0,28.0,349.0,1103.0,704.0,1500.0,81.0,758.0,199.0,146.0,948.0,122.0,33.0,1.0,13.0,3.0,0.0,24.049999999999997,162.0,105.0,27.0,166.0,99.0,29.0,294.0,687.0,544.0,955.0,20.0,513.0,146.0,28.0,520.0,124.0,43.0,7.0,351.0,41.0,1.0,354.0,25.0,14.0,393.0,411.0,0.12345679012345678,0.17678100263852242,0.6532663316582915,0.0684931506849315,0.2616033755274262,0.5983606557377049,0.8484848484848485,0.31640979147778786,0.4693333333333333,0.35,0.6842105263157895,0.2808219178082192,0.5357142857142857,0.6807692307692308,0.2016129032258065,0.32558139534883723,0.5720524017467249,0.43036649214659684
Renee Forte,Orthodox,No,No,No,1.0,7.0,0.0,0.0,16.266666666666666,64.0,17.0,13.0,48.0,21.0,25.0,94.0,292.0,143.0,348.0,12.0,243.0,33.0,16.0,203.0,38.0,51.0,1.0,6.0,1.0,0.0,7.233333333333334,58.0,18.0,20.0,61.0,21.0,14.0,96.0,262.0,124.0,293.0,18.0,189.0,37.0,36.0,206.0,32.0,24.0,12.0,131.0,19.0,16.0,145.0,11.0,10.0,166.0,169.0,0.5833333333333334,0.26337448559670784,0.5151515151515151,0.4375,0.23645320197044334,0.5526315789473685,0.49019607843137253,0.3219178082191781,0.4109195402298851,0.6666666666666667,0.6931216931216931,0.5135135135135135,0.8333333333333334,0.7038834951456311,0.34375,0.41666666666666663,0.633587786259542,0.5767918088737201
Robert McDaniel,Southpaw,No,No,No,0.0,2.0,3.0,2.0,11.416666666666666,34.0,10.0,9.0,32.0,8.0,13.0,53.0,120.0,136.0,205.0,4.0,86.0,18.0,16.0,93.0,10.0,17.0,0.0,4.0,2.0,1.0,8.033333333333333,30.0,15.0,19.0,40.0,9.0,15.0,64.0,148.0,86.0,171.0,8.0,101.0,26.0,21.0,115.0,12.0,21.0,4.0,71.0,11.0,2.0,75.0,3.0,6.0,84.0,85.0,0.5,0.3953488372093023,0.5555555555555556,0.125,0.34408602150537637,0.8,0.7647058823529411,0.44166666666666665,0.6634146341463415,0.5,0.7029702970297029,0.42307692307692313,0.8095238095238095,0.6521739130434783,0.25,0.2857142857142857,0.5675675675675675,0.4970760233918129
